property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,host_has_profile_pic,host_response_rate,instant_bookable,name,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds,price
Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,LA,"Walk to beach and 3rd street promenade.  Private bedroom with huge memory foam California King mattress.  Large dining room table and full kitchen.  Sectional sofa which can sleep 2 and/or air mattress available. 2nd bedroom occupied by host. This is a great apartment walking distance from everything great about Santa Monica. 4 blocks to the beach, 5 blocks to Santa Monica Pier, 3 blocks to main street, you can see the start of 3rd street promenade and Santa Monica place from the window.  5 minute walk to movie theaters, many restaurants etc.  Free shuttle to and from hotel next door is often available, and there are taxis nearby, Uber and Lyft are almost always a minute or two away. This is a real home that a real family lives in.  We clean the unit meticulously and hire professional cleaners to make sure everything is here for your stay to be pleasant, but this is not a hotel room and it is not a unit just set up for Airbnb, we live here.  Please understand that though the place is v",TRUE,1,FALSE,1/2 Mile from Santa Monica Pier,40,97,90401,1,2,198.99999999999997
Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}",8,2.5,Real Bed,strict,TRUE,LA,"This recently redesigned architectural dream home is a true classic of the American post-modern era, and its interior embodies the spirituality and the relaxed, eclectic and chic Venice beach artist vibe. We are walking distance to Abbott Kinney, Venice Beach, Gjelina, Hotel Erwin, Tasting Kitchen, Venice Canals, Venice Boardwalk, Washington Blvd Pier, Zinque, Intelligentsia Coffee, Bikram Yoga, Erewhon Market, Venice Farmers Market.  Our place is good for couples, families, and big groups. The two-story, three-level post-modern townhouse boasts two thousand square feet of living space, with three bedrooms on the top floor, and an open and airy split-level living and dining/ kitchen area on the bottom floor, with vaulted ceilings and massive floor-to-ceiling window, making this home a true entertainer’s delight. The dining table has seating for ten and the adjacent bar countertop has five stools.  The house has been tastefully decorated with modern and comfortable furnishings and exqui",TRUE,1,TRUE,Architectural Venice Beach Dream House,14,96,90291,3,5,450.00000000000006
Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",Hangers,""Laptop friendly workspace""}",3,1,Real Bed,strict,TRUE,LA,"(URL HIDDEN) Ocean ave w/ Ocean Views from your window, walk to the Beach, Santa Monica Pier and 3rd st Promenade, farmers market. This is a studio and is like a hotel room but larger because of the kitchen. You are in the heart and action of Santa Monica. Welcome to your highrise beach home! Everything is walking distance: taxi stand and bus right out the front door, both world-class and fun-casual dining everywhere you look, the famous Santa Monica Pier, rides and ferrace wheel, great shopping at 3rd Street Promenade,  but most importantly- the Pacific Ocean is your front yard. Walk to the beach, literally steps away! Getting around Bus, taxi stands, but I would walk and ride bike... More fun... Los Angeles is not known for its public transportation, but the downtown Santa Monica area (where we are) is actually great with majority of stuff accessible by foot. The walkability rating is near 100%. The Space It's cozy and 99% of the guests Love it but it's not the four seasons it's my h",TRUE,1,FALSE,OceanView.WalkBeach/Pier/Promenade,112,91,90401,1,1,198.99999999999997
House,Private room,"{TV,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,FALSE,LA,"One block to the Venice beach and g00gle office, couple blocks to famous Abbot Kinney and Santa Monica. This old-fashioned two-story beach house is suitable for singles, couples or a family.  Your room has a comfortable Queen size bed and fresh cotton beddings for your pleasant rest. Bathroom is shared with another guest room. Experience classic beach living on one of Venice's famous walk streets. When you come through the gate and enter this shabby-chic, old-fashioned beach house, you will know that your summer holiday has begun for real. You will love the the relaxed and casual atmosphere, suitable for singles,  two couples or a family.  Located a block from the sand, you can hop on a beach bike and explore the famously colorful world of the Venice boardwalk, or grab your towel, walk to the sand and swim, surf, para-sail and more. And when you've had your fill of sun and sea, head to Main Street, where you will discover fine dining establishments and casual eateries to satisfy your e",TRUE,1,TRUE,Private Room Near Venice Beach,25,97,90291,1,1,129.99999999999997
House,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Bathtub}",3,1,Real Bed,strict,TRUE,LA,"Bird of Paradise Bungalow is a perfect spot from which to explore bustling and eclectic Venice! 3 blocks from the beach,  3 blocks to Abbott Kinney,  and just blocks from Main street Santa Monica and Rose Ave. There is a comfy Queen size bed and a fold out CB2 love seat couch/bed in the second bedroom/office. Wood floors,  skylights.  Lots of light and lovely outdoor seating.   Wi-fi.  Cable TV, DVD/DVR Washer and dryer and dishwasher. Relax outside in the front patio or on the back deck. This is a very comfortable and cozy space to call home while exploring all the Los Angeles has to offer.   It's quiet and clean.  Nice outdoor spaces.  Fully equipped kitchen and bathroom.   There are beach cruisers next door that you are welcome to take out if you would like to.  Nothing fancy,  but enjoyable for a ride up and down the bike path! This is a private home and the guests will have access to everything.  There is a studio cottage in the back yard which is occupied by a full term tenant wh",TRUE,1,FALSE,Bird of Paradise Beach Bungalow,1,100,90291,2,2,175.00000000000009
House,Private room,"{TV,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,"Lovely Room in our Beach House. Furnished with a Queen size bed and pillow top it's super comfy! We are on a quiet walk-street, no traffic and steps to beach. Ocean View, 5 Blocks to Venice Pier and all the Restaurants easy walk/ bike to everything! In Addition to the Incredible Beach at our doorstep we have two beautiful outdoor area's. The front patio has a table, seating and a BBQ with an Ocean View. We also have a ""Chill out"" back patio with a day bed and lounge chairs perfect for unwinding and reading a good book. The kitchen is fully equipped with gas stove, dishwasher, washer, dryer, large fridge and pantry.  The living area is large with a comfy couch and 70' big screen TV. We have a couple of bikes which our guests are welcome to use. This really is a surfer's/ beach lovers paradise! Everything you need is walking distance. I am usually around as I work from home. I am an Acupuncturist/ Herbalist and see clients in my private room. I'm happy to interact and also happy to give ",TRUE,1,FALSE,ZEN Beach House,2,100,90292,1,1,88.99999999999999
Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",5,1,Real Bed,strict,TRUE,LA,"This cozy 1 bedroom 1 bathroom has everything you need! Fully stocked kitchen, comfy tempur pedic mattress, organic sheets, smart tv with cable and internet. We are family friendly and can provide a pack n play portable crib and toys for those traveling with little ones. We have 3 beds to accommodate up to 5 guests. A queen in the bedroom, queen and twin pull out in the living room. We provide towels and linens. We also provide everything you need for the beach. Chairs, umbrellas and beach towels! Trevor and I are always available to answer questions and live close by in case you need anything during your stay! This newly remodeled apartment is located in one of the best neighborhoods in Venice. Situated just a few houses from the beach and right across the street from the serene Venice canals. You can walk or bike just about anywhere! We provide secured parking and there is a bus stop right out front.",TRUE,0.53,FALSE,OCEAN VIEW STEPS FROM THE BEACH!,62,92,90291,1,3,175.00000000000009
Loft,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher""}",6,1,Real Bed,strict,TRUE,LA,"A large converted art loft studio with an open living space (675 square feet), vaulted wood ceilings, draped skylights, a new bathroom and a mini kitchen. Paint splattered floors contrast with modern furnishings. A project space which takes the format of a beach-side vacation as its overt, permanent backdrop. Originally a painter’s studio, then a vacation rental, now The Air Inn Venice, it uses multi-functional architecture and interior design as a way to rethink divisions between producer, product, spectator, and participant. Exhibition space, domestic idyll, stage set, office, discussion platform, business, curatorial frame, and leisure retreat, become entangled and held up for scrutiny through guests’ interventions and contributions. With a nod to art’s pre-modern uses, the autonomous, privileged position of the spectator melts in the LA sunshine. This is a large converted art studio with an open living space (675 square feet), vaulted wood ceilings, draped skylights, a new bathroom",TRUE,0.81,FALSE,THE AIR INN VENICE,9,91,90291,0,1,171.99999999999994
Condominium,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",4,2,Real Bed,flexible,FALSE,LA,Perfect Beach Condo with Panoramic Ocean Views from every room! Walking distance to everything beach and marina! 2bdrm 2bath with 1450sf of living space. Enjoy a glass of wine as you watch the perfect sunsets!,TRUE,1,FALSE,Panoramic Ocean View Beach Condo! 2bd/2bth,0,NA,90292,2,2,300.0000000000002
House,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets allowed"",""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers}",4,1,Real Bed,strict,TRUE,LA,"My place is good for couples, solo adventurers, and families (with kids). No one can deny that Venice Beach is one of the most distinctive destinations on the entire California coast. Long an artists’ enclave, Venice offers a fascinating mixture of the chic and the bohemian, with stylish restaurants and shops, modern galleries, Welcome to your new home away from home! You won't feel like you're on vacation at all, once you step inside this cozy 2 bedroom apartment. Once you enter, you willl be greeted by the comfortable living room that includes a flat screen TV, as well as a Queen-sized wood made futon, that can fold down and sleep up to 2 people. Each bedroom includes a sizable Queen-sized bed, with updated modern decor, and comfortable bedding that will ensure a great night's sleep.  The kitchen contains fresh wooden cabinetry, granite counter-tops, and new appliances that are available for your everyday use. Also included in the amenities is a garage that will fit a small to medium",TRUE,0.95,TRUE,Classic cute cottage in Venice!,6,80,90291,2,2,159.00000000000014
