fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.969763528788462
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6.804646692238748
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6.501039718743414
8.3,0.6,0.25,2.2,0.118,9,38,0.99616,3.15,0.53,9.8,5.934179139090702
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,7.4678522227332
5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9,7.510976795805618
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6.832221796736121
10.2,0.41,0.43,2.2,0.11,11,37,0.99728000000000006,3.16,0.67,10.8,5.160649597644806
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7.521361524937674
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6.433566746301949
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7.33181808446534
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5.448023750912398
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5.041167360264808
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,5.243364050751552
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,5.103169655892998
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,7.363130947807804
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6.657742032548413
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6.425039657158777
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6.0721925953403115
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6.687141191447154
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6.8527860280591995
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6.86721755284816
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6.089081859448925
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6.013038113247603
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4.42325607012026
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7.973258450627327
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5.499068087665364
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6.994652604451403
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6.494881821796298
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5.123035601340234
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6.560385761549696
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5.239292526850477
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5.725250527728349
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6.786027395166457
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5.449781885603443
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6.469079919159412
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5.4018600238487124
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4.902375512057915
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6.563688409747556
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5.690996676450595
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,7.332274236949161
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5.094864106271416
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6.937903824262321
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6.671019063796848
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6.014994091587141
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6.113113768398762
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6.847790857544169
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6.446819441858679
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6.401880389312282
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,7.432214202126488
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,8.663604413857684
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5.182369325077161
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.838338759960607
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.917372975032777
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.798301063245162
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5.503056281711906
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7.254459497053176
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7.667245435761288
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6.941099374787882
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5.980761029291898
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6.052297273883596
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6.382404521340504
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6.806177586782724
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6.547887698980048
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6.304464521585032
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6.402304826537147
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6.027595786377788
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6.848993687191978
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6.031033702660352
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6.652291831560433
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6.596841104794294
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6.312611038098112
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6.986910100327805
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5.828926939051598
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5.607717930106446
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,5.138112635817379
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,7.870927162235603
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5.577087742974982
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6.799172570696101
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5.028196206083521
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,5.256357740378007
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,4.756766913458705
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6.829948304919526
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4.523712248774245
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6.63793759024702
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6.487905605696142
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4.581838598009199
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4.1003700227010995
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,5.84161396860145
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,5.402493874775246
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6.772604613797739
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5.951457850402221
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6.265468981815502
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5.829297498334199
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5.6536610936746
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,5.79851508140564
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6.186151454690844
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6.75470757484436
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6.735920368460938
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,5.751785748638213
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5.332614484475926
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5.057548624230549
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5.674415447516367
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5.041570173110813
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5.643563031917438
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6.299604506930336
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6.393431080505252
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6.92350426223129
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5.67921779374592
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,4.717546308180317
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,5.717136621009558
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,4.228172058938071
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6.408773940056562
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6.571113962912932
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6.8794501489028335
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6.594678026856855
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6.918145145755261
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8.351383726345375
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6.253988407552242
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6.714111546752974
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,5.218470488442108
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,5.443365653511137
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6.696212681941688
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6.673504142090678
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4.1805391744710505
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6.731745176482946
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6.326562982518226
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,7.352424591314048
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6.788993183290586
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6.364537069341168
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6.283160934690386
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6.260619594482705
7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5.0269197763409466
11.3,0.37,0.5,1.8,0.09,20,47,0.99734,3.15,0.57,10.5,5.656292696250603
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6.746779903071001
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,5.631145507795736
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5.054518099408597
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,5.527284864569083
7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,5.087772474857047
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6.270287529099733
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6.001272528199479
7.5,0.755,0,1.9,0.084,6,12,0.99672,3.34,0.49,9.7,4.706514348043129
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6.797080357326195
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5.134292875882238
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5.599130479153246
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6.35921368887648
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6.678064559586346
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,3.365930070867762
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6.800886566052213
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6.987030275398865
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6.483260703505948
8,0.28,0.44,1.8,0.081,28,68,0.99501,3.36,0.66,11.2,5.078701484249905
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,5.134455056628212
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5.894335597753525
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5.713546583196148
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4.8741672416217625
9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5.903774870792404
7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5.477299958700314
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5.066778585547581
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6.719879046315327
8,1.18,0.21,1.9,0.083,14,41,0.99532,3.34,0.47,10.5,5.271929026814178
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6.3265803484246135
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6.3850496269296855
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6.330709597328678
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6.098580314544961
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6.58117877622135
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6.756192083470523
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6.517004150431603
9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5.274525795830414
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6.444617775036022
9.1,0.34,0.42,1.8,0.058,9,18,0.99392,3.18,0.55,11.4,5.895606278441846
9.1,0.36,0.39,1.8,0.06,21,55,0.99495,3.18,0.82,11,7.921282575698569
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.521336421836168
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.7658629880752414
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.766721521969885
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6.83822969859466
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5.9407496901694685
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6.4227854502387345
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6.604735889006406
7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5.220197822898626
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6.859198710415512
9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5.927692772354931
7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5.583438502857462
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6.6588449366390705
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.065308471210301
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.244547563837841
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.508936457335949
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.514943168731406
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.7636633440852165
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.267851514276117
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6.68774091033265
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6.557725543389097
11.5,0.42,0.48,2.6,0.077,8,20,0.99852,3.09,0.53,11,5.4309766055084765
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6.860915044089779
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5.111669099424034
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5.316305042477325
7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5.740989301819354
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5.546611988916993
9,0.6,0.29,2,0.069,32,73,0.99654,3.34,0.57,10,5.1797138813417405
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6.681628219084814
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5.1053171013481915
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5.288582890527323
7.2,0.58,0.03,2.3,0.077,7,28,0.99568,3.35,0.52,10,5.724054108606651
6.1,0.32,0.25,1.8,0.086,5,32,0.99464,3.36,0.44,10.1,5.0453911582008
6.1,0.34,0.25,1.8,0.084,4,28,0.99464,3.36,0.44,10.1,5.108823202550411
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6.417628007940948
7.4,0.64,0.17,5.4,0.168,52,98,0.99736,3.28,0.5,9.5,5.5965257056523114
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6.197205628734082
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5.501105937408283
8.3,0.85,0.14,2.5,0.093,13,54,0.99724,3.36,0.54,10.1,5.824721834855154
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6.092054422013462
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4.470409029861912
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6.880939512280747
7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5.435728695709258
7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5.276655831374228
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6.057134592439979
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6.884926120284945
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4.147885439218953
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5.317381483502686
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6.680615984136239
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5.282626342726871
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5.4247421126347035
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3.4875446469523013
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,5.241415621479973
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5.360150333493948
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6.069154711905867
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6.360695231007412
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6.982979156076908
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6.190062934532762
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5.871892383787781
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5.112584582064301
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,5.194088850636035
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5.7301565813831985
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,5.270247901091352
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5.210062805330381
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5.582534253131598
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5.084340109722689
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5.471905849641189
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6.305780002148822
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,5.890702586155385
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5.2115844988729805
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,5.521025637630373
6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,5.014161413768306
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6.52681659348309
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5.385549698024988
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,5.001533848699182
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7.566383475670591
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6.447825921699405
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5.61588555178605
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,5.050213237060234
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6.652744704391807
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8.323012597393245
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6.158451190683991
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,7.211874283384532
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6.372315408429131
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6.67368800798431
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,7.156643519178033
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6.40376655687578
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6.26257352437824
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6.349599339300767
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6.1131700177211314
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5.293369872495532
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5.132111826213077
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5.458199481246993
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,5.735613832483068
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,7.053849156713113
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5.392610499868169
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,5.841553097823635
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5.397878895979375
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,5.456370112719014
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6.958145375363529
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,4.775893992977217
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6.47671812097542
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6.984569729538634
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6.295611777575687
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,5.181339415023103
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,5.7725547342561185
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5.870722695253789
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5.3130378080531955
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6.914265015628189
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6.915109490742907
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7.80749840545468
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6.352837003301829
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6.67557309451513
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5.268896893365309
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5.95773032377474
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,5.121378165436909
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,6.322974551003426
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7.628786231391132
