fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
6.5,0.28,0.33,15.7,0.053,51,190,0.9978,3.22,0.51,9.7,6.488254894502461
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7.018687411677092
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7.339485083706677
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7.029663375578821
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7.867228663060814
5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6.731707599712536
7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,5.315260796807706
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7.3864540117792785
9.1,0.59,0.38,1.6,0.066,34,182,0.9968,3.23,0.38,8.5,3.3324459905270487
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,6.089777971152216
8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5.757055602502078
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7.6029684972018
7.5,0.17,0.44,11.3,0.046,65,146,0.997,3.17,0.45,10,6.1453999725636095
6.7,0.17,0.5,2.1,0.043,27,122,0.9923,3.15,0.45,10.3,6.032517483457923
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6.483768141595647
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6.444569527870044
6.1,0.41,0,1.6,0.063,36,87,0.9914,3.27,0.67,10.8,6.060385589953512
6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6.327506022062153
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6.878429047297686
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6.930604886263609
7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5.392178456997499
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,6.158846774837002
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7.319947601063177
6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4,6.30696562025696
6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5,7.107811254449189
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8.979334303410724
7.8,0.25,0.41,3.7,0.042,37,149,0.9954,3.36,0.45,10,6.496903428109363
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6.093074671924114
5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,5.211773658171296
6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,6.930500746238977
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6.296846406767145
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5.653218248859048
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7.9010704779066145
6.1,0.125,0.25,3.3,0.04,10,69,0.9934,3.54,0.59,10.1,6.990795793244615
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7.430333221331239
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5.393776922253892
6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6.1419088954571635
6.8,0.28,0.44,9.3,0.031,35,137,0.9946,3.16,0.36,10.4,6.279806696344167
8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5.56482222257182
7.5,0.27,0.31,5.8,0.057,131,313,0.9946,3.18,0.59,10.5,5.935139505425468
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6.358400145079941
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,6.842007180908695
6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6.722409214358777
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5.750735989306122
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8.92398845218122
6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,5.0023781068157405
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6.160429914947599
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,5.399272951297462
5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5.675319577334449
6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6.480372016318142
6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6.533828780753538
5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6.316950157284737
5.9,0.26,0.4,1.3,0.047,12,139,0.9945,3.45,0.53,10.4,5.814757590182126
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7.292219521244988
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7.409132091328502
8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,6.090918307658285
6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6.798596638021991
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,5.359785249689594
5.4,0.29,0.47,3,0.052,47,145,0.993,3.29,0.75,10,6.040487576741725
7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6.041086339857429
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7.954434238374233
6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6.373341244878247
7.8,0.18,0.46,13.6,0.052,38,118,0.998,3.15,0.5,10,6.806419667555019
7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,5.91005900898017
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7.440076212864369
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7.57633650302887
5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6.073667795164511
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7.164627394406125
5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6.73989077587612
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6.475711012724787
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6.68552095326595
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,6.9515149428043514
10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6.497464487561956
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6.470500626601279
6.4,0.24,0.32,14.9,0.047,54,162,0.9968,3.28,0.5,10.2,6.56019195006229
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5.652510120533407
6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6.279573498759419
7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,6.979907589498907
6.8,0.16,0.4,2.3,0.037,18,102,0.9923,3.49,0.42,11.4,7.6438641080167145
6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,7.58257843577303
6,0.18,0.27,1.5,0.089,40,143,0.9923,3.49,0.62,10.8,6.615871025947854
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6.925140294479206
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6.390022895298898
7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5.28791968501173
6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,6.090735964709893
7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6.322033904027194
6.6,0.905,0.19,0.8,0.048,17,204,0.9934,3.34,0.56,10,5.758270112564787
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6.104412929620594
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.710277852602303
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.966477383626625
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7.201491226209328
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7.108488654484972
5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,6.05540217878297
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7.829723515082151
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7.5811977565754205
7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6.470092375297099
7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6.365014120005071
7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6.280124627286568
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7.599715854972601
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7.818569612922147
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7.097832280443981
6.3,0.39,0.35,5.9,0.04,82.5,260,0.9941,3.12,0.66,10.1,5.96368952607736
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6.168736443389207
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7.086083405883983
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7.86121069570072
6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,5.524790602037683
6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6.656810875283554
7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6.229519372805953
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5.72122603142634
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5.490750394994393
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5.965255592484027
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6.906942480476573
5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4,5.551250527845696
6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,6.075599099509418
6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,6.022700011264533
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5.513239527819678
6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5.630726151634008
7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5.418771624332294
6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6.879265945171937
6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5.107987073017284
5.8,0.28,0.34,4,0.031,40,99,0.9896,3.39,0.39,12.8,7.980278696399182
6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4,5.264966631308198
6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6.08427752321586
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,5.385907175717875
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6.124895827146247
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6.581554221687838
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5.240149608114734
7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5.721887888619676
7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,6.145928690675646
7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,6.15283877030015
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6.2592226702254266
6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9,5.777886260068044
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,6.426466299686581
7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6.060048336163163
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7.1148325370159
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6.48275689734146
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.979173583909869
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.811516786925495
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7.542912817094475
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6.072367087006569
7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6.4664852460846305
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5.33990564593114
7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5.689918605145067
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5.514157372061163
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,5.514923015609384
6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5.545514354016632
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7.447457330068573
7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2,4.083884840365499
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8.930133691756055
6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,7.016448186244816
6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5.414092399412766
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8.226976093370467
7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7.099640587344766
6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5.482923875097185
6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6,7.650128671433777
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6.92132977838628
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8.362601807108149
6.6,0.52,0.44,12.2,0.048,54,245,0.9975,3.26,0.54,9.3,6.85513499006629
6.9,0.24,0.36,20.8,0.031,40,139,0.9975,3.2,0.33,11,6.300906151533127
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3.465662425151095
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5.142730664927512
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.80771899363026
6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.6658076317980886
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7.061940979911014
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5.430925568332896
6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1,5.396855081431568
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7.6969567514024675
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7.659319650614634
6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7.407350709661841
6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6.306920220376924
6.3,0.23,0.31,1.5,0.022,11,82,0.9892,3.3,0.4,12.9,7.255107345059514
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5.672568153357133
6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6.8943934335839
6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,5.845736156217754
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5.392901856917888
7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,5.07905053999275
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,5.82842305698432
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6.072891824878752
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5.1147626775782555
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5.6399842700921
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6.320566200185567
6.8,0.32,0.21,2.2,0.044,15,68,0.9932,3.17,0.39,9.4,6.1887495261617005
7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,5.393829641165212
7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5.86202601599507
8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6.347911406541243
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,5.001433898461983
6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6.911284453701228
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7.951723448932171
5.5,0.16,0.22,4.5,0.03,30,102,0.9938,3.24,0.36,9.4,6.49091898300685
7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5,5.463651715312153
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7.596472046803683
7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6.906050957273692
7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6.173001179005951
6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6.785881076706573
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5.232934384606779
5.9,0.36,0.41,1.3,0.047,45,104,0.9917,3.33,0.51,10.6,6.577048209030181
5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5,5.840877033304423
6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,5.132203776855022
6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,5.895891189575195
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,6.45013734116219
6,0.16,0.37,1.5,0.025,43,117,0.9928,3.46,0.51,9.7,6.894142537843436
6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6.248545180540532
7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6.083695293636993
7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,6.048641074681655
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,6.979815867030993
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7.484167741145939
7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6.845393033931032
6.3,0.19,0.28,1.8,0.022,28,158,0.9907,3.2,0.64,11.4,6.416293604532257
6.8,0.2,0.38,4.7,0.04,27,103,0.994,3.37,0.58,10.7,6.489342542830855
5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,6.183287817519158
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4.759161467896774
6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6.3051433025393635
5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,5.165678247110918
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4.0328091429546475
7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,6.13650520821102
6.8,0.19,0.58,14.2,0.038,51,164,0.9975,3.12,0.48,9.6,6.177136411424726
6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,6.519560450455174
6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9,5.8111207850743085
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6.11536201252602
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6.893421786604449
7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8,5.575352881103754
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7.146572394296527
5.9,0.62,0.28,3.5,0.039,55,152,0.9907,3.44,0.44,12,6.902805796358734
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7.253002469427884
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6.150597600266337
7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1,6.76854715985246
7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6.230123331071809
7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6.305399328004569
7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3,7.518569612177089
6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4,6.334599666763097
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,5.154434968251735
7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6.266369568649679
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6.350754616782069
7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5.578458378789946
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5.808601795230061
7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5.933270314941183
6.9,0.25,0.4,1.3,0.038,22,101,0.9901,3.03,0.39,11.4,6.833863337524235
5.8,0.36,0.32,1.7,0.033,22,96,0.9898,3.03,0.38,11.2,6.127002774504945
5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5.649453951511532
5.9,0.32,0.39,3.3,0.114,24,140,0.9934,3.09,0.45,9.2,6.690351657569408
7.2,0.31,0.46,5,0.04,3,29,0.9906,3.04,0.53,12.5,4.03204482444562
6.1,0.28,0.22,1.8,0.034,32,116,0.9898,3.36,0.44,12.6,6.920489149866626
5.2,0.36,0.02,1.6,0.031,24,104,0.9896,3.44,0.35,12.2,6.478468887042254
5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6.266520578414202
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6.856510716257617
6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3,5.229146477766335
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.79194687330164
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.646774860331789
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.424334690673277
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5.095068268012255
7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5.0034677039366215
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6.531133668962866
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5.524307115934789
6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6.213185554603115
6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4.7169320799876004
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5.961343576200306
5.5,0.35,0.35,1.1,0.045,14,167,0.992,3.34,0.68,9.9,6.518266599625349
6.7,0.24,0.41,8.7,0.036,29,148,0.9952,3.22,0.62,9.9,6.174528022296727
6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,6.562540134880692
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6.759258169680834
6.3,0.26,0.24,7.2,0.039,38,172,0.9958,3.49,0.64,9.7,6.666971337515861
7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6.224872923223302
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7.345849762437865
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5.319831759901717
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7.904898397624493
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7.199198380112648
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7.68096301658079
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7.137517758645117
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7.10699468688108
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7.092859395779669
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5.916448955191299
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6.277060435852036
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5.885793877299875
7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6.772864649537951
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7.795051236171275
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5.205673593096435
7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6.048193322960287
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7.038815931184217
6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5.284574129851535
7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6.348809832474217
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6.737453325418755
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5.251663581235334
6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6.517437003087252
6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6.759444722672924
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5.636084527941421
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7.2039406853728
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5.993045282084495
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7.000405043363571
